title,price,isbn,publication_year,language,cover_type,pages_number,book_id,author_id,publisher_id,genre,rating
Про любоff/on,2500.0,9785170702817,2010.0,Russian,Hard,320.0,7630,2164,11,Romance,4.2
Океан в конце дороги,2600.0,9785171075040,2022.0,Russian,Soft,320.0,7631,1732,11,Biography,0.5
Проблема метапсихологии,800.0,9785170597659,2009.0,Russian,Hard,192.0,7632,510,11,Science Fiction,1.0
Проделки малыша Николя,2400.0,9785389071599,2014.0,Russian,Hard,144.0,7633,1440,34,Thriller,2.8
От Босха до Брейгеля. Корабль дураков,6800.0,9785171045999,2020.0,Russian,Hard,256.0,7634,1712,11,Fantasy,0.4
Проект Счастье. Мечты. План. Новая жизнь,2400.0,9785699732579,2014.0,Russian,Soft,512.0,7635,2165,35,Non-Fiction,4.8
Пропавший без вести,2100.0,9785171011369,2017.0,Russian,Soft,352.0,7636,429,11,History,1.8
От Мане до Ван Гога — самая человечная живопись,6200.0,9785171063597,2018.0,Russian,Hard,208.0,7637,1712,11,Mystery,0.9
Простительная ложь,1500.0,9785171022211,2017.0,Russian,Soft,352.0,7638,2166,11,Thriller,4.1
Простительная ложь. Вестник истины,4400.0,9785170833306,2014.0,Russian,Hard,606.0,7639,2166,11,Fantasy,3.0
Просто дети,5100.0,9785170869930,2014.0,Russian,Hard,368.0,7640,2167,233,Self-Help,2.8
Мальтийский сокол,1000.0,9785170215799,2004.0,Russian,Soft,288.0,7641,2168,11,Biography,1.9
Противостояние,6000.0,9785170895779,2015.0,Russian,Hard,448.0,7642,787,11,Biography,4.0
Измышление одиночества,5100.0,9785699881734,2016.0,Russian,Hard,288.0,7643,674,35,Thriller,0.1
Профессия. Художник-иллюстратор,8900.0,9785699720200,2015.0,Russian,Hard,168.0,7644,2169,35,Mystery,2.0
Изгоняющий дьявола,4400.0,9785699935536,2016.0,Russian,Hard,384.0,7645,2170,35,Fiction,3.0
Игра ангела,5900.0,9785170821518,2021.0,Russian,Hard,512.0,7646,1589,11,Fantasy,1.7
Процесс,2200.0,9785389093072,2015.0,Russian,Hard,352.0,7647,429,15,Biography,3.2
Древо возможностей,2900.0,9785040963331,2018.0,Russian,Soft,256.0,7648,679,35,Romance,0.8
Процесс,4400.0,9785699814923,2016.0,Russian,Hard,628.0,7649,429,35,Thriller,3.5
Процесс. Замок. Избранные произведения,8100.0,9785389067950,2014.0,Russian,Hard,1056.0,7650,429,15,Fiction,2.2
Прошлой ночью в XV веке,1200.0,9785170692361,2010.0,Russian,Hard,320.0,7651,2171,11,Mystery,3.1
"Прощай, любить не обязуйся...",2000.0,9785389044609,2013.0,Russian,Soft,288.0,7652,2172,15,Mystery,3.0
"Прощай, оружие!",2200.0,9785170995189,2016.0,Russian,Hard,320.0,7653,264,11,Fantasy,1.8
"Психология масс и анализ человеческого ""я""",3100.0,9785170989881,2017.0,Russian,Hard,256.0,7654,510,11,Self-Help,4.1
Почему звезды мерцают?,9400.0,9785911034191,2018.0,Russian,Hard,96.0,7655,2173,115,Self-Help,0.2
Психология народов и масс,3100.0,9785170987894,2016.0,Russian,Hard,320.0,7656,2174,35,Romance,2.9
Психология убеждения,8000.0,9785001005490,2019.0,Russian,Hard,224.0,7657,678,36,Biography,4.5
Психопатология обыденной жизни. Толкование сновидений,4900.0,9785699838141,2016.0,Russian,Hard,608.0,7658,510,35,Thriller,3.0
Психопаты,1900.0,9785389047631,2016.0,Russian,Soft,320.0,7659,379,15,Fiction,1.5
Managerial Economics: A Mathematical Approach,54600.0,9781118091364,2012.0,English,Hard,608.0,7660,2175,234,Fiction,1.3
Путешествие во сне. Зендудлы на каждый день,2200.0,9785699866243,2016.0,Russian,Soft,64.0,7661,2176,35,Mystery,2.1
Путешествие Гектора в поисках счастья,1000.0,9785170871186,2014.0,Russian,Hard,288.0,7662,2177,11,Fiction,3.1
Путешествие дилетантов,5000.0,9785699870950,2016.0,Russian,Ultrathin,640.0,7663,2178,35,Fiction,0.2
Путешествие к центру Земли,1900.0,9785170649068,2010.0,Russian,Hard,284.0,7664,617,11,Biography,4.9
Путешествие к центру Земли,2300.0,9785170909056,2015.0,Russian,Hard,350.0,7665,617,11,Fantasy,3.7
Путешествие Гулливера,2400.0,9785171151362,2021.0,Russian,Hard,288.0,7666,551,11,Fiction,3.3
Путешествие к центру Земли,2000.0,9785170992683,2016.0,Russian,Soft,288.0,7667,617,11,Fiction,0.6
Thirteen Reasons Why,7400.0,9780141387772,2017.0,English,Soft,320.0,7668,1865,53,Thriller,3.7
Путешествие на тот свет,1000.0,9785271422645,2012.0,Russian,Hard,320.0,7669,2179,11,Non-Fiction,2.7
To Kill a Mockingbird,6500.0,9781784752637,2015.0,English,Soft,320.0,7670,2180,55,Science Fiction,2.8
Путешествие Нильса с дикими гусями (ил. И. Панкова),8700.0,9785699821709,2021.0,Russian,Hard,224.0,7671,2181,35,Non-Fiction,2.5
Путешествие с Чарли в поисках Америки,2900.0,9785170669349,2010.0,Russian,Hard,320.0,7672,1042,11,Romance,0.8
Ранние тексты,10700.0,9785911033392,2017.0,Russian,Hard,496.0,7673,2141,115,History,0.5
Путешествия и открытия,8400.0,9785699886883,2016.0,Russian,Hard,208.0,7674,2182,35,Science Fiction,1.5
Путь к богатству. Автобиография,9700.0,9785699770595,2015.0,Russian,Hard,448.0,7675,545,35,Romance,1.4
Путь к просветлению. Лекции о Чже Цонкапе,3800.0,9785699805310,2015.0,Russian,Hard,320.0,7676,2094,35,History,1.7
Пылающий ад. Том 4,1700.0,9785752526299,2010.0,Russian,Soft,192.0,7677,2183,235,Self-Help,4.8
Пьяный корабль,1900.0,9785389094680,2015.0,Russian,Soft,224.0,7678,2184,15,Thriller,2.6
Пятая гора,3800.0,9785170814855,2014.0,Russian,Hard,253.0,7679,58,11,Science Fiction,4.0
Пятая гора,2300.0,9785170881000,2014.0,Russian,Soft,256.0,7680,58,11,Thriller,4.3
Пятая Салли,4700.0,9785699917396,2016.0,Russian,Hard,352.0,7681,1096,35,History,4.4
Пятнадцатилетний капитан,2600.0,9785170262748,2015.0,Russian,Hard,352.0,7682,617,11,Mystery,0.3
Пятнадцатилетний капитан,2300.0,9785170915279,2015.0,Russian,Hard,349.0,7683,617,11,Romance,0.3
Русский космизм. Антология,4400.0,9785911032456,2015.0,Russian,Soft,336.0,7684,2141,115,Thriller,2.1
Работа актера над собой в творческом процессе воплощения,1900.0,9785389095502,2015.0,Russian,Soft,416.0,7685,1652,15,History,3.1
Работа актера над собой в творческом процессе переживания,2000.0,9785389095496,2015.0,Russian,Soft,512.0,7686,1652,15,Fiction,2.0
Работа над собой в творческом процессе переживания,1800.0,9785699782215,2017.0,Russian,Soft,320.0,7687,1652,35,Biography,1.0
Равнодушные,700.0,9785170685301,2010.0,Russian,Soft,384.0,7688,2185,11,Fantasy,1.8
Рагнарок. Книга 1. Врата Апокалипсиса,800.0,9785271428685,2012.0,Russian,Soft,188.0,7689,2186,236,Self-Help,1.5
Автопортрет в кабинете,5200.0,9785911034528,2019.0,Russian,Soft,112.0,7690,1213,115,Mystery,0.8
Telehor,2600.0,9785911031961,2015.0,Russian,Soft,112.0,7691,2187,115,Science Fiction,3.6
Спеши любить,1800.0,9785170969265,2016.0,Russian,Soft,224.0,7692,216,11,Biography,4.6
"1947. Год, в который все началось",6700.0,9785911034825,2019.0,Russian,Soft,232.0,7693,2188,115,Romance,1.3
Путешествие по Северному морю: искусство в эпоху постмедиальности,3200.0,9785911033439,2017.0,Russian,Soft,104.0,7694,2189,115,Non-Fiction,2.0
Мир цветов. Книга для творчества и вдохновения,5900.0,9785389159709,2019.0,Russian,Hard,84.0,7695,2190,20,Thriller,3.5
Тетрадь кенгуру,4700.0,9785389131217,2017.0,Russian,Hard,240.0,7696,196,19,Fiction,2.8
Сорок правил любви,4900.0,9785389134300,2018.0,Russian,Hard,416.0,7697,946,15,Biography,3.7
Слепота,2000.0,9785389100091,2015.0,Russian,Soft,352.0,7698,2191,15,Self-Help,3.2
Системы власти,6100.0,9785389071049,2014.0,Russian,Hard,256.0,7699,2192,20,Fiction,3.8
Сюрреалисты в жизни,16600.0,9785911034443,2019.0,Russian,Soft,272.0,7700,2193,115,Self-Help,3.2
Разговор за двоих,1500.0,9785389148871,2018.0,Russian,Soft,24.0,7701,2194,15,Mystery,3.1
Платформа,4400.0,9785389135727,2017.0,Russian,Ultrathin,352.0,7702,899,15,Science Fiction,1.6
Письма к брату Тео,2200.0,9785389086999,2016.0,Russian,Soft,480.0,7703,940,15,Non-Fiction,2.3
"Не такая, как все",4400.0,9785389150287,2018.0,Russian,Ultrathin,368.0,7704,625,19,Science Fiction,1.4
Молот ведьм,2000.0,9785389149731,2018.0,Russian,Soft,384.0,7705,2195,15,Mystery,1.9
Мой друг Мегрэ. Самые знаменитые расследования комиссара Мегрэ,8500.0,9785389129931,2018.0,Russian,Hard,1088.0,7706,616,19,Thriller,4.8
Когда покупатель говорит нет,5500.0,9785389137660,2017.0,Russian,Flexible,320.0,7707,2196,15,History,4.5
Клуб неисправимых оптимистов,6300.0,9785389103191,2015.0,Russian,Ultrathin,608.0,7708,2197,15,Mystery,0.1
Капитал,2300.0,9785389095540,2018.0,Russian,Soft,512.0,7709,500,15,Fantasy,3.4
Как всё было,5300.0,9785389146013,2018.0,Russian,Hard,384.0,7710,2,19,Non-Fiction,3.5
Гарри Поттер и философский камень (Гриффиндор),8200.0,9785389136212,2017.0,Russian,Ultrathin,464.0,7711,74,34,Fiction,0.5
Ганди М. Моя жизнь. Моя вера,7200.0,9785389096899,2016.0,Russian,Hard,752.0,7712,1438,20,Non-Fiction,0.1
Великие дерзания,3400.0,9785389059603,2014.0,Russian,Hard,288.0,7713,1313,15,Mystery,0.7
Бэтмен. Список,1500.0,9785389141162,2018.0,Russian,Soft,24.0,7714,2198,15,Science Fiction,4.9
Billie Holiday: The Musician & the Myth,6400.0,9781785150272,2015.0,English,Hard,320.0,7715,2199,55,Romance,4.4
Prophet,3700.0,9781848378711,2011.0,English,Soft,128.0,7716,386,237,Non-Fiction,2.8
Бессмертие,5200.0,9785389147492,2018.0,Russian,Ultrathin,384.0,7717,109,15,Fantasy,2.6
Беседы об искусстве,2000.0,9785389113282,2016.0,Russian,Soft,320.0,7718,2200,15,Fiction,3.1
A Kiss Before Dying,2700.0,9781849015912,2006.0,English,Soft,288.0,7719,2201,88,Romance,1.5
P.S. Я люблю тебя,2200.0,9785389113190,2014.0,Russian,Soft,528.0,7720,1816,19,Self-Help,3.8
The Greatest Movies of All Time,4200.0,9781925449082,2016.0,English,Soft,184.0,7721,2202,238,History,1.5
Winter Smoothies,4300.0,9783848010301,2016.0,English,Soft,128.0,7722,2203,224,Mystery,2.4
Art Therapy: Use Your Creativity to De-Stress,4500.0,9781782432227,2015.0,English,Soft,128.0,7723,2204,156,Self-Help,0.4
Art & Architecture: Venice,5400.0,9783848003235,2013.0,English,Soft,480.0,7724,2205,224,Self-Help,3.0
Характер физических законов,2600.0,9785171002930,2016.0,Russian,Soft,256.0,7725,1624,11,History,0.1
Эйзенштейн на бумаге. Графические работы мастера кино,36600.0,9785911033651,2017.0,Russian,Hard,320.0,7726,184,115,Fiction,4.4
Эрик Булатов / Eriк Bulatov,2300.0,9785911032159,2014.0,Russian,Soft,60.0,7727,2206,115,Fantasy,4.7
Эрик Сати,5300.0,9785911033927,2017.0,Russian,Soft,184.0,7728,2207,115,Science Fiction,4.6
Я стану твоим зеркалом: Избранные интервью Энди Уорхола (1962-1987),7700.0,9785911032739,2016.0,Russian,Soft,432.0,7729,2208,115,Mystery,3.7
Кит и кот,4000.0,9785389008304,2015.0,Russian,Hard,144.0,7730,2209,34,Romance,1.4
Манюня пишет фантастичыскый роман,5900.0,9785170723362,2016.0,Russian,Hard,350.0,7731,187,11,Non-Fiction,3.5
Сказки и картинки,7000.0,9785170812882,2013.0,Russian,Hard,224.0,7732,2210,228,Thriller,0.6
Человек,1900.0,9785171040628,2017.0,Russian,Hard,64.0,7733,2211,11,Mystery,2.9
Пряничный домик и другие сказки,2100.0,9785699916887,2016.0,Russian,Hard,64.0,7734,2212,35,Self-Help,0.4
Новый год стучится в дверь!,5300.0,9785171047559,2017.0,Russian,Hard,160.0,7735,2213,11,Mystery,2.1
Сказки для чтения перед сном,6900.0,9785170954629,2016.0,Russian,Hard,224.0,7736,1419,228,Non-Fiction,4.6
Маленькие сказочные истории о Простоквашино,2900.0,9785170966158,2016.0,Russian,Flexible,63.0,7737,1659,11,Romance,3.6
Занавес: Последнее дело Пуаро,2200.0,9785699845040,2015.0,Russian,Soft,320.0,7738,10,35,History,1.8
Толковение сновидений,2100.0,9785389079137,2015.0,Russian,Soft,512.0,7739,510,15,Fantasy,1.1
Убить пересмешника…,4900.0,9785170835201,2021.0,Russian,Hard,416.0,7740,2180,11,Romance,2.0
"Человек, который смеется",2900.0,9785699349760,2017.0,Russian,Hard,640.0,7741,225,35,Self-Help,2.6
Арсен Люпен,1600.0,9785699717170,2014.0,Russian,Soft,256.0,7742,110,35,Biography,3.6
Собака Баскервилей,1800.0,9785699811205,2016.0,Russian,Soft,224.0,7743,384,35,History,4.4
Технический анализ: Полный курс,7730.0,9785961467826,2018.0,Russian,Hard,804.0,7744,2214,28,Mystery,3.5
Реквием по мечте,4400.0,9785171156114,2019.0,Russian,Hard,288.0,7745,2215,11,History,2.1
По ту сторону добра и зла,2300.0,9785389052161,2015.0,Russian,Hard,544.0,7746,435,15,Mystery,1.8
Плюс,7830.0,9785950097041,2019.0,Russian,Ultrathin,272.0,7747,2216,239,Science Fiction,3.4
Несвоевременныие размышления,2600.0,9785445307419,2014.0,Russian,Soft,416.0,7748,435,208,Thriller,2.8
Знак Четырех,1800.0,9785699863808,2016.0,English,Soft,160.0,7749,384,35,Science Fiction,0.2
Загадочная история Бенджамина Баттона,1800.0,9785699824649,2015.0,Russian,Soft,496.0,7750,937,35,Romance,2.9
Декамерон,3900.0,9785699824021,2015.0,Russian,Hard,640.0,7751,2099,35,Fiction,3.4
Голодные игры. И воспыхнет пламя. Сойка-пересмешника,7000.0,9785170789757,2013.0,Russian,Hard,896.0,7752,1466,11,Biography,2.2
Голые деньги,8000.0,9785001009887,2019.0,Russian,Hard,384.0,7753,2217,36,Science Fiction,5.0
Ворон,1800.0,9785389071322,2014.0,Russian,Soft,288.0,7754,7,15,Science Fiction,3.4
Волк с Уолл-стрит 2. Охота на Волка,3600.0,9785170868308,2017.0,Russian,Hard,608.0,7755,1903,11,Science Fiction,1.7
Васюткино озеро,1900.0,9785699696512,2017.0,Russian,Hard,256.0,7756,2218,35,Romance,3.2
Alchemy of Finance,103700.0,9780471043133,1994.0,English,Hard,368.0,7757,1886,234,History,3.5
Art in Theory 1815-1900,22400.0,9780631200666,1998.0,English,Soft,1120.0,7758,2219,234,Fantasy,3.7
The Art of Digital Marketing,28500.0,9781119265702,2016.0,English,Hard,400.0,7759,2220,234,Fiction,0.3
Art in Theory 1648-1815: An Anthology of Changing Ideas,22500.0,9780631200642,2001.0,English,Soft,1244.0,7760,2219,234,Romance,2.4
Artificial Intelligence in Practice,22500.0,9781119548218,2019.0,English,Hard,352.0,7761,2221,234,History,0.9
"Behavioral Finance. Understanding the Social, Cognitive, and Economic Debates",55600.0,9781118300190,2013.0,English,Hard,256.0,7762,2222,234,Romance,1.5
"Behavioral Finance. Investors, Corporations, and Markets",33400.0,9780470499115,2010.0,English,Hard,768.0,7763,2223,234,Non-Fiction,4.4
Behaviour Finance,40900.0,9781118011508,2012.0,English,Hard,256.0,7764,2224,234,Biography,1.0
Corporate Social Responsibility,25500.0,9780471476115,2005.0,English,Hard,320.0,7765,544,234,Fiction,1.6
Decoded,15300.0,9781118345603,2013.0,English,Hard,288.0,7766,2225,234,Self-Help,4.3
Info We Trust,23400.0,9781119483892,2019.0,English,Hard,272.0,7767,2226,234,Thriller,2.6
From Bud to Boss,14300.0,9780470891551,2011.0,English,Hard,320.0,7768,2227,234,Self-Help,0.8
Lateral Marketing,24700.0,9780471455165,2003.0,English,Hard,224.0,7769,544,234,Self-Help,1.0
Making YouTube Videos: Star in Your Own Video!,6700.0,9781119177241,2016.0,English,Soft,128.0,7770,2228,234,Self-Help,1.0
